system:index,NDVI_mean,NTL_mean,NTL_sum,Precip_mean,date,month,year,.geo
49,0.4857770293588117,3.921165315758633,27129.404912936472,75.61310642811351,2023-02-01,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.5530272860652931,4.6070678320961465,31876.68173585942,98.95068028059039,2023-03-01,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.5448931204231106,4.882250932834263,33778.551910810114,55.62744780993331,2023-04-01,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.4990532354172952,5.010232104503197,34669.66658095796,34.68727563133239,2023-05-01,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.4927754467384001,5.282286683482821,36547.89298482078,22.717447292609368,2023-06-01,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.46754802869318196,4.962143827960336,34331.61369159052,0.9269379539190958,2023-07-01,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.47392095686221036,4.733537852954877,32749.956187579228,7.924365929201114,2023-08-01,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.4773232179188467,5.044928575701381,34904.37701275559,14.149328890561097,2023-09-01,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.4892109834539223,5.119219558648533,35425.90273753466,58.70136102644981,2023-10-01,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.49346934263270803,5.073046576352297,35100.52862758335,73.62526345660758,2023-11-01,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.5253693654432905,4.5033305766989455,31156.16014399234,100.49504035485022,2023-12-01,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.5440742720468607,4.512338574036167,31222.852483639745,128.1310578358653,2024-01-01,1,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.5395163671861029,4.726459521677314,32700.68673316584,93.66705392021106,2024-02-01,2,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.5745615606166689,4.960119427877073,34320.93366056021,90.3771744710961,2024-03-01,3,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.5393404280229375,5.490797542692808,37991.04352328538,38.37802519479292,2024-04-01,4,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.5124914175702925,4.906772847014386,33949.73042153504,67.74743840152173,2024-05-01,5,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.4890789008522725,4.842502151479554,33507.09544572054,12.000583923405406,2024-06-01,6,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.5042540131750044,4.912970491288509,33982.03429414437,1.5329863933917247,2024-07-01,7,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.5055292526793251,5.656783986137228,39122.40678199152,7.260869791570713,2024-08-01,8,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.5116113462004798,5.692503743646553,39385.31722508586,36.40227316995416,2024-09-01,9,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.46226988690605564,5.580561248758477,38618.59995365842,26.274879468921863,2024-10-01,10,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.45291464327922876,5.574577373769456,38574.80748339571,97.71161971470273,2024-11-01,11,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.45550581639642557,5.491054309842031,37990.98975382354,97.15604169065722,2024-12-01,12,2024,"{""type"":""MultiPoint"",""coordinates"":[]}"
