system:index,NDVI_mean,NTL_mean,Precip_mean,country_na,date,month,year,.geo
28,0.7067580186453032,1.4160530328360315,78.87355464937059,Poland,2020-05-122,5,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
29,0.7480526557541597,1.752422970587406,133.98976805268853,Poland,2020-06-153,6,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
30,0.6778202505010387,1.5924410611879454,98.82476723087477,Poland,2020-07-183,7,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
31,0.6607217399147738,1.4279259390941146,78.53880863104492,Poland,2020-08-214,8,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
32,0.6490971863861555,1.4147024612849872,102.23919381200237,Poland,2020-09-245,9,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
33,0.5933808724821192,1.4278846505184177,86.92626736776356,Poland,2020-10-275,10,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
34,0.5638705416140769,2.037821428489289,13.906633038409058,Poland,2020-11-306,11,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
35,0.4106041391836835,1.5968299037640636,61.553659256811805,Poland,2020-12-336,12,2020,"{""type"":""MultiPoint"",""coordinates"":[]}"
36,0.14810019215926054,3.2452700339662806,49.299096610267995,Poland,2021-01-01,1,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
37,0.26514662251121957,2.9516419571705064,41.3541506745967,Poland,2021-02-32,2,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
38,0.46317081751896233,1.6587700247743113,35.826169247759275,Poland,2021-03-60,3,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
39,0.5515742862814845,1.5682662691919487,55.52883371501113,Poland,2021-04-91,4,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
40,0.6889017023989256,1.57544909606941,88.43173904918706,Poland,2021-05-121,5,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
41,0.7465258917437256,1.919849783716587,59.956770813516655,Poland,2021-06-152,6,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
42,0.6877276217324008,1.5397095674968961,98.44419944070673,Poland,2021-07-182,7,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
43,0.6781801107863259,1.5314059605846917,138.30612139016185,Poland,2021-08-213,8,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
44,0.6482965252697811,1.7003041288873024,70.82016508478621,Poland,2021-09-244,9,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
45,0.581777520873921,1.5651402855003316,18.77884027764451,Poland,2021-10-274,10,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
46,0.5455545655519749,1.977038951992813,45.7123179667868,Poland,2021-11-305,11,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
47,0.2713428310760609,2.90122657019658,42.395978890263436,Poland,2021-12-335,12,2021,"{""type"":""MultiPoint"",""coordinates"":[]}"
48,0.36493898349668924,2.467249901295628,28.036895138426317,Poland,2022-01-01,1,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
49,0.4788755294756642,1.7927439588022283,30.202082747847005,Poland,2022-02-32,2,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
50,0.4525872010117727,1.6719474270064725,28.216317943953133,Poland,2022-03-60,3,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
51,0.5436353475032795,1.7742322317015207,65.59058275583673,Poland,2022-04-91,4,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
52,0.7032936642642568,1.7046068307271816,40.21826012563401,Poland,2022-05-121,5,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
53,0.716359739909986,2.078035233107729,66.91558667694083,Poland,2022-06-152,6,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
54,0.6681307209918967,1.6449280651465814,96.94292941488871,Poland,2022-07-182,7,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
55,0.6499834469929165,1.5340826972569914,73.20644105642229,Poland,2022-08-213,8,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
56,0.6159469884914037,1.7273878053250438,104.7442851836988,Poland,2022-09-244,9,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
57,0.5447430162680064,1.5182363270586825,33.84780450851459,Poland,2022-10-274,10,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
58,0.5170165286276441,1.9880192374388763,21.77249155513747,Poland,2022-11-305,11,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
59,0.3268038516447872,2.3010830713065245,61.99495648744678,Poland,2022-12-335,12,2022,"{""type"":""MultiPoint"",""coordinates"":[]}"
60,0.32710073628557457,1.8376008347285344,81.55570852783963,Poland,2023-01-01,1,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
61,0.42151978431262954,2.120354671911082,34.93526760273629,Poland,2023-02-32,2,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
62,0.49389028854238937,2.1482831185319062,52.147711946798935,Poland,2023-03-60,3,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
63,0.6266779209500924,1.7150465449396484,48.79126708344075,Poland,2023-04-91,4,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
64,0.7026175759648424,1.7197172623633639,68.81779470673119,Poland,2023-05-121,5,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
65,0.7085729221006981,1.9527772960484078,109.22715723533273,Poland,2023-06-152,6,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
66,0.655492590682948,1.746722289406574,97.01049129153873,Poland,2023-07-182,7,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
67,0.6700548222602213,1.6429059039577543,130.280898861226,Poland,2023-08-213,8,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
68,0.6544251350114962,1.6431174935237174,62.26552459454426,Poland,2023-09-244,9,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
69,0.6394855989156067,1.8386789987730752,83.08143705777604,Poland,2023-10-274,10,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
70,0.4838563405569471,2.0241570132277866,61.238379444382446,Poland,2023-11-305,11,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
71,0.267566675424563,2.713990960801934,55.65357061981122,Poland,2023-12-335,12,2023,"{""type"":""MultiPoint"",""coordinates"":[]}"
